destination,year,population,origin,total,destination_lat,destination_lng,origin_lat,origin_lng
North Dakota,2019,750501,Connecticut,65,48,-101,42,-73
Ohio,2010,11405101,Connecticut,1307,40,-83,42,-73
Ohio,2011,11418944,Connecticut,1189,40,-83,42,-73
Ohio,2012,11414635,Connecticut,1355,40,-83,42,-73
Ohio,2013,11439593,Connecticut,1365,40,-83,42,-73
Ohio,2014,11464891,Connecticut,1251,40,-83,42,-73
Ohio,2015,11482142,Connecticut,2126,40,-83,42,-73
Ohio,2016,11481752,Connecticut,1340,40,-83,42,-73
Ohio,2017,11520109,Connecticut,2478,40,-83,42,-73
Ohio,2018,11555163,Connecticut,2510,40,-83,42,-73
Ohio,2019,11556037,Connecticut,3076,40,-83,42,-73
Oklahoma,2010,3716264,Connecticut,68,35,-97,42,-73
Oklahoma,2011,3742698,Connecticut,97,35,-97,42,-73
Oklahoma,2012,3762311,Connecticut,0,35,-97,42,-73
Oklahoma,2013,3801521,Connecticut,402,35,-97,42,-73
Oklahoma,2014,3827288,Connecticut,176,35,-97,42,-73
Oklahoma,2015,3864908,Connecticut,66,35,-97,42,-73
Oklahoma,2016,3873232,Connecticut,391,35,-97,42,-73
Oklahoma,2017,3875922,Connecticut,99,35,-97,42,-73
Oklahoma,2018,3895983,Connecticut,0,35,-97,42,-73
Oklahoma,2019,3907258,Connecticut,430,35,-97,42,-73
Oregon,2010,3794008,Connecticut,270,44,-121,42,-73
Oregon,2011,3828714,Connecticut,949,44,-121,42,-73
Oregon,2012,3857465,Connecticut,381,44,-121,42,-73
Oregon,2013,3888216,Connecticut,251,44,-121,42,-73
Oregon,2014,3927857,Connecticut,848,44,-121,42,-73
Oregon,2015,3985712,Connecticut,567,44,-121,42,-73
Oregon,2016,4052221,Connecticut,1127,44,-121,42,-73
Oregon,2017,4102048,Connecticut,355,44,-121,42,-73
Oregon,2018,4152756,Connecticut,157,44,-121,42,-73
Oregon,2019,4178578,Connecticut,377,44,-121,42,-73
Pennsylvania,2010,12577555,Connecticut,4007,41,-77,42,-73
Pennsylvania,2011,12610486,Connecticut,4150,41,-77,42,-73
Pennsylvania,2012,12630082,Connecticut,3311,41,-77,42,-73
Pennsylvania,2013,12639493,Connecticut,5411,41,-77,42,-73
Pennsylvania,2014,12645888,Connecticut,2670,41,-77,42,-73
Pennsylvania,2015,12662192,Connecticut,5967,41,-77,42,-73
Pennsylvania,2016,12645493,Connecticut,6629,41,-77,42,-73
Pennsylvania,2017,12674642,Connecticut,3937,41,-77,42,-73
Pennsylvania,2018,12674699,Connecticut,3891,41,-77,42,-73
Pennsylvania,2019,12670245,Connecticut,4853,41,-77,42,-73
Rhode Island,2010,1042240,Connecticut,4090,42,-71,42,-73
Rhode Island,2011,1040022,Connecticut,2613,42,-71,42,-73
Rhode Island,2012,1040527,Connecticut,4170,42,-71,42,-73
Rhode Island,2013,1040986,Connecticut,2746,42,-71,42,-73
Rhode Island,2014,1045791,Connecticut,2180,42,-71,42,-73
Rhode Island,2015,1045062,Connecticut,3861,42,-71,42,-73
Rhode Island,2016,1045691,Connecticut,4252,42,-71,42,-73
Rhode Island,2017,1048549,Connecticut,3194,42,-71,42,-73
Rhode Island,2018,1047975,Connecticut,4791,42,-71,42,-73
Rhode Island,2019,1050602,Connecticut,2561,42,-71,42,-73
South Carolina,2010,4577399,Connecticut,3998,34,-81,42,-73
South Carolina,2011,4624180,Connecticut,1752,34,-81,42,-73
South Carolina,2012,4668886,Connecticut,1590,34,-81,42,-73
South Carolina,2013,4720602,Connecticut,3174,34,-81,42,-73
South Carolina,2014,4780659,Connecticut,4030,34,-81,42,-73
South Carolina,2015,4839984,Connecticut,3355,34,-81,42,-73
South Carolina,2016,4903788,Connecticut,2941,34,-81,42,-73
South Carolina,2017,4966211,Connecticut,3427,34,-81,42,-73
South Carolina,2018,5029034,Connecticut,6800,34,-81,42,-73
South Carolina,2019,5092727,Connecticut,2880,34,-81,42,-73
South Dakota,2010,805616,Connecticut,0,44,-100,42,-73
South Dakota,2011,814175,Connecticut,0,44,-100,42,-73
South Dakota,2012,821669,Connecticut,2,44,-100,42,-73
South Dakota,2013,832703,Connecticut,0,44,-100,42,-73
South Dakota,2014,842076,Connecticut,0,44,-100,42,-73
South Dakota,2015,848285,Connecticut,32,44,-100,42,-73
South Dakota,2016,853832,Connecticut,0,44,-100,42,-73
South Dakota,2017,856726,Connecticut,0,44,-100,42,-73
South Dakota,2018,871271,Connecticut,0,44,-100,42,-73
South Dakota,2019,872708,Connecticut,0,44,-100,42,-73
Tennessee,2010,6282706,Connecticut,765,36,-87,42,-73
Tennessee,2011,6333466,Connecticut,150,36,-87,42,-73
Tennessee,2012,6378278,Connecticut,936,36,-87,42,-73
Tennessee,2013,6419226,Connecticut,233,36,-87,42,-73
Tennessee,2014,6471445,Connecticut,390,36,-87,42,-73
Tennessee,2015,6522259,Connecticut,995,36,-87,42,-73
Tennessee,2016,6580953,Connecticut,2042,36,-87,42,-73
Tennessee,2017,6642072,Connecticut,2013,36,-87,42,-73
Tennessee,2018,6692936,Connecticut,1784,36,-87,42,-73
Tennessee,2019,6754461,Connecticut,740,36,-87,42,-73
Texas,2010,24899075,Connecticut,924,32,-100,42,-73
Texas,2011,25327104,Connecticut,2927,32,-100,42,-73
Texas,2012,25711791,Connecticut,2769,32,-100,42,-73
Texas,2013,26087349,Connecticut,2129,32,-100,42,-73
Texas,2014,26588600,Connecticut,3110,32,-100,42,-73
Texas,2015,27092848,Connecticut,3973,32,-100,42,-73
Texas,2016,27472626,Connecticut,1834,32,-100,42,-73
Texas,2017,27924632,Connecticut,2363,32,-100,42,-73
Texas,2018,28333482,Connecticut,3762,32,-100,42,-73
Texas,2019,28642658,Connecticut,2085,32,-100,42,-73
Utah,2010,2724064,Connecticut,119,39,-111,42,-73
Utah,2011,2769627,Connecticut,562,39,-111,42,-73
Utah,2012,2805440,Connecticut,142,39,-111,42,-73
Utah,2013,2854667,Connecticut,379,39,-111,42,-73
Utah,2014,2894001,Connecticut,173,39,-111,42,-73
Utah,2015,2947423,Connecticut,295,39,-111,42,-73
Utah,2016,3002244,Connecticut,1024,39,-111,42,-73
Utah,2017,3056193,Connecticut,283,39,-111,42,-73
Utah,2018,3114717,Connecticut,720,39,-111,42,-73
Utah,2019,3162102,Connecticut,2830,39,-111,42,-73
Vermont,2010,619363,Connecticut,1287,45,-73,42,-73
Vermont,2011,621354,Connecticut,2105,45,-73,42,-73
Vermont,2012,620224,Connecticut,1626,45,-73,42,-73
Vermont,2013,621256,Connecticut,1527,45,-73,42,-73
Vermont,2014,620898,Connecticut,1167,45,-73,42,-73
Vermont,2015,619952,Connecticut,1379,45,-73,42,-73
Vermont,2016,619387,Connecticut,1076,45,-73,42,-73
Vermont,2017,619089,Connecticut,839,45,-73,42,-73
Vermont,2018,621681,Connecticut,2251,45,-73,42,-73
Vermont,2019,617560,Connecticut,798,45,-73,42,-73
Virginia,2010,7930773,Connecticut,2468,37,-79,42,-73
Virginia,2011,7996552,Connecticut,5376,37,-79,42,-73
Virginia,2012,8085389,Connecticut,2725,37,-79,42,-73
Virginia,2013,8163664,Connecticut,4448,37,-79,42,-73
Virginia,2014,8224054,Connecticut,2185,37,-79,42,-73
Virginia,2015,8283737,Connecticut,3594,37,-79,42,-73
Virginia,2016,8312297,Connecticut,5158,37,-79,42,-73
Virginia,2017,8372522,Connecticut,3368,37,-79,42,-73
Virginia,2018,8424340,Connecticut,3254,37,-79,42,-73
Virginia,2019,8439982,Connecticut,2838,37,-79,42,-73
Washington,2010,6661321,Connecticut,642,48,-121,42,-73
Washington,2011,6748474,Connecticut,1026,48,-121,42,-73
Washington,2012,6815763,Connecticut,2901,48,-121,42,-73
Washington,2013,6888552,Connecticut,814,48,-121,42,-73
Washington,2014,6979369,Connecticut,1400,48,-121,42,-73
Washington,2015,7089143,Connecticut,586,48,-121,42,-73
Washington,2016,7202119,Connecticut,1309,48,-121,42,-73
Washington,2017,7318811,Connecticut,1310,48,-121,42,-73
Washington,2018,7453439,Connecticut,1785,48,-121,42,-73
Washington,2019,7527366,Connecticut,3098,48,-121,42,-73
West Virginia,2010,1833535,Connecticut,84,39,-80,42,-73
West Virginia,2011,1836614,Connecticut,594,39,-80,42,-73
West Virginia,2012,1837518,Connecticut,143,39,-80,42,-73
West Virginia,2013,1837863,Connecticut,391,39,-80,42,-73
West Virginia,2014,1831414,Connecticut,244,39,-80,42,-73
West Virginia,2015,1823753,Connecticut,570,39,-80,42,-73
West Virginia,2016,1810709,Connecticut,631,39,-80,42,-73
West Virginia,2017,1798306,Connecticut,41,39,-80,42,-73
West Virginia,2018,1787630,Connecticut,639,39,-80,42,-73
West Virginia,2019,1773280,Connecticut,0,39,-80,42,-73
Wisconsin,2010,5623196,Connecticut,359,44,-89,42,-73
Wisconsin,2011,5647213,Connecticut,993,44,-89,42,-73
Wisconsin,2012,5660677,Connecticut,657,44,-89,42,-73
Wisconsin,2013,5681024,Connecticut,129,44,-89,42,-73
Wisconsin,2014,5692727,Connecticut,376,44,-89,42,-73
Wisconsin,2015,5708201,Connecticut,1104,44,-89,42,-73
Wisconsin,2016,5712104,Connecticut,344,44,-89,42,-73
Wisconsin,2017,5731549,Connecticut,282,44,-89,42,-73
Wisconsin,2018,5751525,Connecticut,614,44,-89,42,-73
Wisconsin,2019,5760481,Connecticut,826,44,-89,42,-73
Wyoming,2010,556954,Connecticut,0,43,-107,42,-73
Wyoming,2011,561389,Connecticut,11,43,-107,42,-73
Wyoming,2012,569734,Connecticut,0,43,-107,42,-73
Wyoming,2013,575933,Connecticut,15,43,-107,42,-73
Wyoming,2014,577782,Connecticut,0,43,-107,42,-73
Wyoming,2015,579102,Connecticut,271,43,-107,42,-73
Wyoming,2016,577567,Connecticut,0,43,-107,42,-73
Wyoming,2017,573483,Connecticut,190,43,-107,42,-73
Wyoming,2018,570867,Connecticut,12,43,-107,42,-73
Wyoming,2019,572884,Connecticut,109,43,-107,42,-73
Puerto Rico,2010,3676493,Connecticut,899,18,-67,42,-73
Puerto Rico,2011,3669195,Connecticut,1849,18,-67,42,-73
Puerto Rico,2012,3628402,Connecticut,370,18,-67,42,-73
Puerto Rico,2013,3579220,Connecticut,1202,18,-67,42,-73
Puerto Rico,2014,3511186,Connecticut,530,18,-67,42,-73
Puerto Rico,2015,3443445,Connecticut,404,18,-67,42,-73
Puerto Rico,2016,3384760,Connecticut,580,18,-67,42,-73
Puerto Rico,2017,3313519,Connecticut,1300,18,-67,42,-73
Puerto Rico,2018,3173956,Connecticut,1008,18,-67,42,-73
Puerto Rico,2019,3175835,Connecticut,226,18,-67,42,-73
Alabama,2010,4729509,Delaware,811,32,-87,39,-76
Alabama,2011,4745278,Delaware,232,32,-87,39,-76
Alabama,2012,4764428,Delaware,42,32,-87,39,-76
Alabama,2013,4781296,Delaware,0,32,-87,39,-76
Alabama,2014,4791931,Delaware,116,32,-87,39,-76
Alabama,2015,4801599,Delaware,77,32,-87,39,-76
Alabama,2016,4810126,Delaware,0,32,-87,39,-76
Alabama,2017,4819343,Delaware,22,32,-87,39,-76
Alabama,2018,4832358,Delaware,826,32,-87,39,-76
Alabama,2019,4849509,Delaware,0,32,-87,39,-76
Alaska,2010,702974,Delaware,0,64,-149,39,-76
Alaska,2011,711962,Delaware,11,64,-149,39,-76
Alaska,2012,721186,Delaware,0,64,-149,39,-76
Alaska,2013,725193,Delaware,0,64,-149,39,-76
Alaska,2014,725206,Delaware,56,64,-149,39,-76
Alaska,2015,727862,Delaware,0,64,-149,39,-76
Alaska,2016,731760,Delaware,79,64,-149,39,-76
Alaska,2017,730874,Delaware,0,64,-149,39,-76
Alaska,2018,727164,Delaware,0,64,-149,39,-76
Alaska,2019,722063,Delaware,224,64,-149,39,-76
Arizona,2010,6332786,Delaware,738,34,-111,39,-76
Arizona,2011,6402301,Delaware,0,34,-111,39,-76
Arizona,2012,6468907,Delaware,246,34,-111,39,-76
Arizona,2013,6543362,Delaware,534,34,-111,39,-76
Arizona,2014,6651964,Delaware,500,34,-111,39,-76
Arizona,2015,6747595,Delaware,927,34,-111,39,-76
Arizona,2016,6851836,Delaware,420,34,-111,39,-76
Arizona,2017,6935358,Delaware,810,34,-111,39,-76
Arizona,2018,7090137,Delaware,49,34,-111,39,-76
Arizona,2019,7200620,Delaware,653,34,-111,39,-76
Arkansas,2010,2888304,Delaware,0,35,-92,39,-76
Arkansas,2011,2906632,Delaware,79,35,-92,39,-76
Arkansas,2012,2912680,Delaware,0,35,-92,39,-76
Arkansas,2013,2923642,Delaware,0,35,-92,39,-76
Arkansas,2014,2931123,Delaware,0,35,-92,39,-76
Arkansas,2015,2938341,Delaware,79,35,-92,39,-76
Arkansas,2016,2949650,Delaware,0,35,-92,39,-76
Arkansas,2017,2968395,Delaware,0,35,-92,39,-76
Arkansas,2018,2975961,Delaware,126,35,-92,39,-76
Arkansas,2019,2989054,Delaware,0,35,-92,39,-76
California,2010,36907897,Delaware,643,37,-119,39,-76
California,2011,37222678,Delaware,1302,37,-119,39,-76
California,2012,37572738,Delaware,474,37,-119,39,-76
California,2013,37873189,Delaware,300,37,-119,39,-76
California,2014,38340324,Delaware,1067,37,-119,39,-76
California,2015,38675135,Delaware,1118,37,-119,39,-76
California,2016,38783436,Delaware,1372,37,-119,39,-76
California,2017,39085984,Delaware,491,37,-119,39,-76
California,2018,39114889,Delaware,1143,37,-119,39,-76
California,2019,39084048,Delaware,1630,37,-119,39,-76
Colorado,2010,4988190,Delaware,486,40,-106,39,-76
Colorado,2011,5048443,Delaware,501,40,-106,39,-76
Colorado,2012,5123944,Delaware,70,40,-106,39,-76
Colorado,2013,5206012,Delaware,551,40,-106,39,-76
Colorado,2014,5293943,Delaware,254,40,-106,39,-76
Colorado,2015,5393067,Delaware,77,40,-106,39,-76
Colorado,2016,5476928,Delaware,0,40,-106,39,-76
Colorado,2017,5542282,Delaware,764,40,-106,39,-76
Colorado,2018,5633029,Delaware,190,40,-106,39,-76
Colorado,2019,5701658,Delaware,0,40,-106,39,-76
Connecticut,2010,3541146,Delaware,149,42,-73,39,-76
Connecticut,2011,3548667,Delaware,62,42,-73,39,-76
Connecticut,2012,3555319,Delaware,22,42,-73,39,-76
Connecticut,2013,3562959,Delaware,1332,42,-73,39,-76
Connecticut,2014,3558915,Delaware,282,42,-73,39,-76
Connecticut,2015,3554844,Delaware,344,42,-73,39,-76
Connecticut,2016,3541758,Delaware,0,42,-73,39,-76
Connecticut,2017,3556297,Delaware,463,42,-73,39,-76
Connecticut,2018,3538203,Delaware,1015,42,-73,39,-76
Connecticut,2019,3531986,Delaware,45,42,-73,39,-76
Delaware,2010,889812,Delaware,0,39,-76,39,-76
Delaware,2011,897187,Delaware,0,39,-76,39,-76
Delaware,2012,906576,Delaware,0,39,-76,39,-76
Delaware,2013,914025,Delaware,0,39,-76,39,-76
Delaware,2014,924770,Delaware,0,39,-76,39,-76
Delaware,2015,935813,Delaware,0,39,-76,39,-76
Delaware,2016,942073,Delaware,0,39,-76,39,-76
Delaware,2017,952449,Delaware,0,39,-76,39,-76
Delaware,2018,958770,Delaware,0,39,-76,39,-76
Delaware,2019,964817,Delaware,0,39,-76,39,-76
District of Columbia ,2010,596747,Delaware,0,39,-77,39,-76
District of Columbia ,2011,611608,Delaware,128,39,-77,39,-76
District of Columbia ,2012,624847,Delaware,78,39,-77,39,-76
District of Columbia ,2013,636535,Delaware,336,39,-77,39,-76
District of Columbia ,2014,648586,Delaware,290,39,-77,39,-76
District of Columbia ,2015,663006,Delaware,252,39,-77,39,-76
District of Columbia ,2016,672022,Delaware,278,39,-77,39,-76
District of Columbia ,2017,684810,Delaware,375,39,-77,39,-76
District of Columbia ,2018,693798,Delaware,182,39,-77,39,-76
District of Columbia ,2019,697556,Delaware,0,39,-77,39,-76
Florida,2010,18647600,Delaware,3099,28,-82,39,-76
Florida,2011,18863948,Delaware,1264,28,-82,39,-76
Florida,2012,19114620,Delaware,1099,28,-82,39,-76
Florida,2013,19345059,Delaware,1969,28,-82,39,-76
Florida,2014,19683763,Delaware,1401,28,-82,39,-76
Florida,2015,20068392,Delaware,1685,28,-82,39,-76
Florida,2016,20401575,Delaware,3143,28,-82,39,-76
Florida,2017,20772371,Delaware,3831,28,-82,39,-76
Florida,2018,21092877,Delaware,4124,28,-82,39,-76
Florida,2019,21269409,Delaware,3083,28,-82,39,-76
Georgia,2010,9587237,Delaware,837,32,-83,39,-76
Georgia,2011,9699859,Delaware,619,32,-83,39,-76
Georgia,2012,9796547,Delaware,226,32,-83,39,-76
Georgia,2013,9870319,Delaware,124,32,-83,39,-76
Georgia,2014,9970167,Delaware,1542,32,-83,39,-76
Georgia,2015,10088525,Delaware,205,32,-83,39,-76
Georgia,2016,10179860,Delaware,1294,32,-83,39,-76
Georgia,2017,10299497,Delaware,997,32,-83,39,-76
Georgia,2018,10410462,Delaware,520,32,-83,39,-76
Georgia,2019,10499808,Delaware,1076,32,-83,39,-76
Hawaii,2010,1346274,Delaware,0,20,-156,39,-76
Hawaii,2011,1357806,Delaware,784,20,-156,39,-76
Hawaii,2012,1374852,Delaware,278,20,-156,39,-76
Hawaii,2013,1387361,Delaware,67,20,-156,39,-76
Hawaii,2014,1401004,Delaware,0,20,-156,39,-76
Hawaii,2015,1414355,Delaware,0,20,-156,39,-76
Hawaii,2016,1410258,Delaware,54,20,-156,39,-76
Hawaii,2017,1410750,Delaware,14,20,-156,39,-76
Hawaii,2018,1403653,Delaware,52,20,-156,39,-76
Hawaii,2019,1396819,Delaware,0,20,-156,39,-76
Idaho,2010,1550967,Delaware,0,44,-115,39,-76
Idaho,2011,1559637,Delaware,0,44,-115,39,-76
Idaho,2012,1573036,Delaware,120,44,-115,39,-76
Idaho,2013,1592596,Delaware,0,44,-115,39,-76
Idaho,2014,1613068,Delaware,37,44,-115,39,-76
Idaho,2015,1635366,Delaware,0,44,-115,39,-76
Idaho,2016,1663756,Delaware,0,44,-115,39,-76
Idaho,2017,1694182,Delaware,126,44,-115,39,-76
Idaho,2018,1734756,Delaware,0,44,-115,39,-76
Idaho,2019,1764327,Delaware,58,44,-115,39,-76
Illinois,2010,12680126,Delaware,56,41,-89,39,-76
Illinois,2011,12718402,Delaware,277,41,-89,39,-76
Illinois,2012,12725119,Delaware,234,41,-89,39,-76
Illinois,2013,12740816,Delaware,0,41,-89,39,-76
Illinois,2014,12730206,Delaware,434,41,-89,39,-76
Illinois,2015,12706393,Delaware,171,41,-89,39,-76
Illinois,2016,12654142,Delaware,205,41,-89,39,-76
Illinois,2017,12659328,Delaware,120,41,-89,39,-76
Illinois,2018,12599244,Delaware,9,41,-89,39,-76
Illinois,2019,12536539,Delaware,213,41,-89,39,-76
Indiana,2010,6414862,Delaware,0,40,-86,39,-76
Indiana,2011,6437155,Delaware,79,40,-86,39,-76
Indiana,2012,6457067,Delaware,639,40,-86,39,-76
Indiana,2013,6492306,Delaware,170,40,-86,39,-76
Indiana,2014,6516181,Delaware,62,40,-86,39,-76
Indiana,2015,6540691,Delaware,105,40,-86,39,-76
Indiana,2016,6554084,Delaware,401,40,-86,39,-76
Indiana,2017,6591598,Delaware,0,40,-86,39,-76
Indiana,2018,6612948,Delaware,868,40,-86,39,-76
Indiana,2019,6656971,Delaware,48,40,-86,39,-76
Iowa,2010,3013053,Delaware,0,42,-93,39,-76
Iowa,2011,3027718,Delaware,0,42,-93,39,-76
Iowa,2012,3035469,Delaware,0,42,-93,39,-76
Iowa,2013,3053635,Delaware,0,42,-93,39,-76
Iowa,2014,3067872,Delaware,380,42,-93,39,-76
Iowa,2015,3081446,Delaware,0,42,-93,39,-76
Iowa,2016,3097283,Delaware,0,42,-93,39,-76
Iowa,2017,3106880,Delaware,95,42,-93,39,-76
Iowa,2018,3119306,Delaware,0,42,-93,39,-76
Iowa,2019,3121385,Delaware,0,42,-93,39,-76
Kansas,2010,2820894,Delaware,238,39,-98,39,-76
Kansas,2011,2833584,Delaware,74,39,-98,39,-76
Kansas,2012,2848708,Delaware,0,39,-98,39,-76
Kansas,2013,2854869,Delaware,0,39,-98,39,-76
Kansas,2014,2866584,Delaware,0,39,-98,39,-76
Kansas,2015,2875640,Delaware,340,39,-98,39,-76
Kansas,2016,2870529,Delaware,0,39,-98,39,-76
Kansas,2017,2876925,Delaware,0,39,-98,39,-76
Kansas,2018,2874208,Delaware,0,39,-98,39,-76
Kansas,2019,2879518,Delaware,379,39,-98,39,-76
Kentucky,2010,4296639,Delaware,38,38,-84,39,-76
Kentucky,2011,4316297,Delaware,0,38,-84,39,-76
Kentucky,2012,4328626,Delaware,706,38,-84,39,-76
Kentucky,2013,4345186,Delaware,54,38,-84,39,-76
Kentucky,2014,4357819,Delaware,139,38,-84,39,-76
Kentucky,2015,4373403,Delaware,391,38,-84,39,-76
Kentucky,2016,4385213,Delaware,0,38,-84,39,-76
Kentucky,2017,4404279,Delaware,558,38,-84,39,-76
Kentucky,2018,4414714,Delaware,389,38,-84,39,-76
Kentucky,2019,4421512,Delaware,0,38,-84,39,-76
Louisiana,2010,4483529,Delaware,0,31,-92,39,-76
Louisiana,2011,4518629,Delaware,0,31,-92,39,-76
Louisiana,2012,4545914,Delaware,0,31,-92,39,-76
Louisiana,2013,4568320,Delaware,453,31,-92,39,-76
Louisiana,2014,4593505,Delaware,122,31,-92,39,-76
Louisiana,2015,4612024,Delaware,15,31,-92,39,-76
Louisiana,2016,4622042,Delaware,0,31,-92,39,-76
Louisiana,2017,4629962,Delaware,0,31,-92,39,-76
Louisiana,2018,4603081,Delaware,53,31,-92,39,-76
Louisiana,2019,4595111,Delaware,0,31,-92,39,-76
Maine,2010,1313902,Delaware,174,45,-69,39,-76
Maine,2011,1315833,Delaware,238,45,-69,39,-76
Maine,2012,1315586,Delaware,234,45,-69,39,-76
Maine,2013,1315753,Delaware,0,45,-69,39,-76
Maine,2014,1317638,Delaware,324,45,-69,39,-76
Maine,2015,1317444,Delaware,0,45,-69,39,-76
Maine,2016,1319292,Delaware,26,45,-69,39,-76
Maine,2017,1322591,Delaware,111,45,-69,39,-76
Maine,2018,1324095,Delaware,29,45,-69,39,-76
Maine,2019,1331656,Delaware,675,45,-69,39,-76
Maryland,2010,5716785,Delaware,8340,39,-77,39,-76
Maryland,2011,5759087,Delaware,6652,39,-77,39,-76
Maryland,2012,5816472,Delaware,4100,39,-77,39,-76
Maryland,2013,5857213,Delaware,3445,39,-77,39,-76
Maryland,2014,5911235,Delaware,4790,39,-77,39,-76
Maryland,2015,5934005,Delaware,6454,39,-77,39,-76
Maryland,2016,5949566,Delaware,5674,39,-77,39,-76
Maryland,2017,5988007,Delaware,5455,39,-77,39,-76
Maryland,2018,5974521,Delaware,5811,39,-77,39,-76
Maryland,2019,5979602,Delaware,5429,39,-77,39,-76
Massachusetts,2010,6489250,Delaware,131,42,-71,39,-76
Massachusetts,2011,6515057,Delaware,399,42,-71,39,-76
Massachusetts,2012,6580641,Delaware,506,42,-71,39,-76
Massachusetts,2013,6619999,Delaware,44,42,-71,39,-76
Massachusetts,2014,6674907,Delaware,88,42,-71,39,-76
Massachusetts,2015,6725678,Delaware,709,42,-71,39,-76
Massachusetts,2016,6745441,Delaware,308,42,-71,39,-76
Massachusetts,2017,6789798,Delaware,1582,42,-71,39,-76
Massachusetts,2018,6834364,Delaware,887,42,-71,39,-76
Massachusetts,2019,6828110,Delaware,13,42,-71,39,-76
Michigan,2010,9762127,Delaware,167,44,-86,39,-76
Michigan,2011,9766574,Delaware,0,44,-86,39,-76
Michigan,2012,9778980,Delaware,114,44,-86,39,-76
Michigan,2013,9784094,Delaware,75,44,-86,39,-76
Michigan,2014,9795659,Delaware,112,44,-86,39,-76
Michigan,2015,9811416,Delaware,114,44,-86,39,-76
Michigan,2016,9813772,Delaware,286,44,-86,39,-76
Michigan,2017,9851330,Delaware,72,44,-86,39,-76
Michigan,2018,9891083,Delaware,86,44,-86,39,-76
Michigan,2019,9880758,Delaware,0,44,-86,39,-76
Minnesota,2010,5244256,Delaware,176,47,-95,39,-76
Minnesota,2011,5277329,Delaware,86,47,-95,39,-76
Minnesota,2012,5315228,Delaware,0,47,-95,39,-76
Minnesota,2013,5353441,Delaware,203,47,-95,39,-76
Minnesota,2014,5385219,Delaware,86,47,-95,39,-76
Minnesota,2015,5419822,Delaware,34,47,-95,39,-76
Minnesota,2016,5455904,Delaware,65,47,-95,39,-76
Minnesota,2017,5510902,Delaware,131,47,-95,39,-76
Minnesota,2018,5543490,Delaware,0,47,-95,39,-76
Minnesota,2019,5575235,Delaware,6,47,-95,39,-76
Mississippi,2010,2931228,Delaware,0,32,-89,39,-76
Mississippi,2011,2943021,Delaware,0,32,-89,39,-76
Mississippi,2012,2947696,Delaware,0,32,-89,39,-76
Mississippi,2013,2957797,Delaware,156,32,-89,39,-76
Mississippi,2014,2957658,Delaware,0,32,-89,39,-76
Mississippi,2015,2959289,Delaware,0,32,-89,39,-76
Mississippi,2016,2951081,Delaware,0,32,-89,39,-76
Mississippi,2017,2946971,Delaware,68,32,-89,39,-76
Mississippi,2018,2955717,Delaware,0,32,-89,39,-76
Mississippi,2019,2943737,Delaware,0,32,-89,39,-76
Missouri,2010,5920858,Delaware,314,38,-92,39,-76
Missouri,2011,5937896,Delaware,0,38,-92,39,-76
Missouri,2012,5951913,Delaware,234,38,-92,39,-76
Missouri,2013,5973448,Delaware,0,38,-92,39,-76
Missouri,2014,5992195,Delaware,0,38,-92,39,-76
Missouri,2015,6015580,Delaware,254,38,-92,39,-76
Missouri,2016,6022165,Delaware,651,38,-92,39,-76
Missouri,2017,6039877,Delaware,63,38,-92,39,-76
Missouri,2018,6053109,Delaware,235,38,-92,39,-76
Missouri,2019,6069697,Delaware,160,38,-92,39,-76
Montana,2010,978507,Delaware,71,47,-110,39,-76
Montana,2011,987076,Delaware,365,47,-110,39,-76
Montana,2012,995544,Delaware,0,47,-110,39,-76
Montana,2013,1003013,Delaware,0,47,-110,39,-76
Montana,2014,1012169,Delaware,0,47,-110,39,-76
Montana,2015,1019646,Delaware,0,47,-110,39,-76
Montana,2016,1032794,Delaware,0,47,-110,39,-76
Montana,2017,1039170,Delaware,0,47,-110,39,-76
Montana,2018,1051757,Delaware,0,47,-110,39,-76
Montana,2019,1056994,Delaware,0,47,-110,39,-76
Nebraska,2010,1802697,Delaware,177,41,-100,39,-76
Nebraska,2011,1817126,Delaware,0,41,-100,39,-76
Nebraska,2012,1829420,Delaware,0,41,-100,39,-76
Nebraska,2013,1842900,Delaware,13,41,-100,39,-76
Nebraska,2014,1855356,Delaware,0,41,-100,39,-76
Nebraska,2015,1869217,Delaware,34,41,-100,39,-76
Nebraska,2016,1882987,Delaware,46,41,-100,39,-76
Nebraska,2017,1894217,Delaware,11,41,-100,39,-76
Nebraska,2018,1905843,Delaware,0,41,-100,39,-76
Nebraska,2019,1910711,Delaware,9,41,-100,39,-76
Nevada,2010,2667364,Delaware,0,39,-116,39,-76
Nevada,2011,2688336,Delaware,184,39,-116,39,-76
Nevada,2012,2725280,Delaware,373,39,-116,39,-76
Nevada,2013,2757365,Delaware,77,39,-116,39,-76
Nevada,2014,2806170,Delaware,234,39,-116,39,-76
Nevada,2015,2859489,Delaware,0,39,-116,39,-76
Nevada,2016,2907243,Delaware,97,39,-116,39,-76
Nevada,2017,2963456,Delaware,517,39,-116,39,-76
Nevada,2018,3003761,Delaware,98,39,-116,39,-76
Nevada,2019,3048602,Delaware,0,39,-116,39,-76
New Hampshire,2010,1303865,Delaware,0,43,-72,39,-76
New Hampshire,2011,1305678,Delaware,20,43,-72,39,-76
New Hampshire,2012,1309203,Delaware,0,43,-72,39,-76
New Hampshire,2013,1310978,Delaware,0,43,-72,39,-76
New Hampshire,2014,1314735,Delaware,0,43,-72,39,-76
