destination,year,population,origin,total,destination_lat,destination_lng,origin_lat,origin_lng
Alabama,2010,4729509,Alabama,0,32,-87,32,-87
Alabama,2011,4745278,Alabama,0,32,-87,32,-87
Alabama,2012,4764428,Alabama,0,32,-87,32,-87
Alabama,2013,4781296,Alabama,0,32,-87,32,-87
Alabama,2014,4791931,Alabama,0,32,-87,32,-87
Alabama,2015,4801599,Alabama,0,32,-87,32,-87
Alabama,2016,4810126,Alabama,0,32,-87,32,-87
Alabama,2017,4819343,Alabama,0,32,-87,32,-87
Alabama,2018,4832358,Alabama,0,32,-87,32,-87
Alabama,2019,4849509,Alabama,0,32,-87,32,-87
Alaska,2010,702974,Alabama,477,64,-149,32,-87
Alaska,2011,711962,Alabama,93,64,-149,32,-87
Alaska,2012,721186,Alabama,1097,64,-149,32,-87
Alaska,2013,725193,Alabama,572,64,-149,32,-87
Alaska,2014,725206,Alabama,603,64,-149,32,-87
Alaska,2015,727862,Alabama,279,64,-149,32,-87
Alaska,2016,731760,Alabama,423,64,-149,32,-87
Alaska,2017,730874,Alabama,942,64,-149,32,-87
Alaska,2018,727164,Alabama,518,64,-149,32,-87
Alaska,2019,722063,Alabama,260,64,-149,32,-87
Arizona,2010,6332786,Alabama,416,34,-111,32,-87
Arizona,2011,6402301,Alabama,833,34,-111,32,-87
Arizona,2012,6468907,Alabama,1331,34,-111,32,-87
Arizona,2013,6543362,Alabama,2140,34,-111,32,-87
Arizona,2014,6651964,Alabama,785,34,-111,32,-87
Arizona,2015,6747595,Alabama,607,34,-111,32,-87
Arizona,2016,6851836,Alabama,894,34,-111,32,-87
Arizona,2017,6935358,Alabama,1337,34,-111,32,-87
Arizona,2018,7090137,Alabama,2801,34,-111,32,-87
Arizona,2019,7200620,Alabama,1750,34,-111,32,-87
Arkansas,2010,2888304,Alabama,1405,35,-92,32,-87
Arkansas,2011,2906632,Alabama,691,35,-92,32,-87
Arkansas,2012,2912680,Alabama,374,35,-92,32,-87
Arkansas,2013,2923642,Alabama,0,35,-92,32,-87
Arkansas,2014,2931123,Alabama,2145,35,-92,32,-87
Arkansas,2015,2938341,Alabama,956,35,-92,32,-87
Arkansas,2016,2949650,Alabama,2057,35,-92,32,-87
Arkansas,2017,2968395,Alabama,574,35,-92,32,-87
Arkansas,2018,2975961,Alabama,438,35,-92,32,-87
Arkansas,2019,2989054,Alabama,636,35,-92,32,-87
California,2010,36907897,Alabama,3364,37,-119,32,-87
California,2011,37222678,Alabama,2087,37,-119,32,-87
California,2012,37572738,Alabama,2509,37,-119,32,-87
California,2013,37873189,Alabama,2958,37,-119,32,-87
California,2014,38340324,Alabama,10439,37,-119,32,-87
California,2015,38675135,Alabama,5273,37,-119,32,-87
California,2016,38783436,Alabama,3045,37,-119,32,-87
California,2017,39085984,Alabama,3715,37,-119,32,-87
California,2018,39114889,Alabama,4591,37,-119,32,-87
California,2019,39084048,Alabama,3310,37,-119,32,-87
Colorado,2010,4988190,Alabama,954,40,-106,32,-87
Colorado,2011,5048443,Alabama,2340,40,-106,32,-87
Colorado,2012,5123944,Alabama,3108,40,-106,32,-87
Colorado,2013,5206012,Alabama,2926,40,-106,32,-87
Colorado,2014,5293943,Alabama,1004,40,-106,32,-87
Colorado,2015,5393067,Alabama,2392,40,-106,32,-87
Colorado,2016,5476928,Alabama,2328,40,-106,32,-87
Colorado,2017,5542282,Alabama,3120,40,-106,32,-87
Colorado,2018,5633029,Alabama,3597,40,-106,32,-87
Colorado,2019,5701658,Alabama,3422,40,-106,32,-87
Connecticut,2010,3541146,Alabama,896,42,-73,32,-87
Connecticut,2011,3548667,Alabama,101,42,-73,32,-87
Connecticut,2012,3555319,Alabama,46,42,-73,32,-87
Connecticut,2013,3562959,Alabama,337,42,-73,32,-87
Connecticut,2014,3558915,Alabama,275,42,-73,32,-87
Connecticut,2015,3554844,Alabama,163,42,-73,32,-87
Connecticut,2016,3541758,Alabama,1102,42,-73,32,-87
Connecticut,2017,3556297,Alabama,206,42,-73,32,-87
Connecticut,2018,3538203,Alabama,1054,42,-73,32,-87
Connecticut,2019,3531986,Alabama,248,42,-73,32,-87
Delaware,2010,889812,Alabama,128,39,-76,32,-87
Delaware,2011,897187,Alabama,81,39,-76,32,-87
Delaware,2012,906576,Alabama,119,39,-76,32,-87
Delaware,2013,914025,Alabama,0,39,-76,32,-87
Delaware,2014,924770,Alabama,46,39,-76,32,-87
Delaware,2015,935813,Alabama,76,39,-76,32,-87
Delaware,2016,942073,Alabama,148,39,-76,32,-87
Delaware,2017,952449,Alabama,506,39,-76,32,-87
Delaware,2018,958770,Alabama,39,39,-76,32,-87
Delaware,2019,964817,Alabama,0,39,-76,32,-87
District of Columbia ,2010,596747,Alabama,360,39,-77,32,-87
District of Columbia ,2011,611608,Alabama,13,39,-77,32,-87
District of Columbia ,2012,624847,Alabama,79,39,-77,32,-87
District of Columbia ,2013,636535,Alabama,316,39,-77,32,-87
District of Columbia ,2014,648586,Alabama,251,39,-77,32,-87
District of Columbia ,2015,663006,Alabama,359,39,-77,32,-87
District of Columbia ,2016,672022,Alabama,140,39,-77,32,-87
District of Columbia ,2017,684810,Alabama,494,39,-77,32,-87
District of Columbia ,2018,693798,Alabama,174,39,-77,32,-87
District of Columbia ,2019,697556,Alabama,462,39,-77,32,-87
Florida,2010,18647600,Alabama,15830,28,-82,32,-87
Florida,2011,18863948,Alabama,12635,28,-82,32,-87
Florida,2012,19114620,Alabama,18599,28,-82,32,-87
Florida,2013,19345059,Alabama,10281,28,-82,32,-87
Florida,2014,19683763,Alabama,15731,28,-82,32,-87
Florida,2015,20068392,Alabama,15449,28,-82,32,-87
Florida,2016,20401575,Alabama,11353,28,-82,32,-87
Florida,2017,20772371,Alabama,9389,28,-82,32,-87
Florida,2018,21092877,Alabama,12870,28,-82,32,-87
Florida,2019,21269409,Alabama,15153,28,-82,32,-87
Georgia,2010,9587237,Alabama,13840,32,-83,32,-87
Georgia,2011,9699859,Alabama,18799,32,-83,32,-87
Georgia,2012,9796547,Alabama,13864,32,-83,32,-87
Georgia,2013,9870319,Alabama,18739,32,-83,32,-87
Georgia,2014,9970167,Alabama,18778,32,-83,32,-87
Georgia,2015,10088525,Alabama,16372,32,-83,32,-87
Georgia,2016,10179860,Alabama,18276,32,-83,32,-87
Georgia,2017,10299497,Alabama,15270,32,-83,32,-87
Georgia,2018,10410462,Alabama,15589,32,-83,32,-87
Georgia,2019,10499808,Alabama,14169,32,-83,32,-87
Hawaii,2010,1346274,Alabama,749,20,-156,32,-87
Hawaii,2011,1357806,Alabama,1268,20,-156,32,-87
Hawaii,2012,1374852,Alabama,608,20,-156,32,-87
Hawaii,2013,1387361,Alabama,593,20,-156,32,-87
Hawaii,2014,1401004,Alabama,510,20,-156,32,-87
Hawaii,2015,1414355,Alabama,240,20,-156,32,-87
Hawaii,2016,1410258,Alabama,1182,20,-156,32,-87
Hawaii,2017,1410750,Alabama,844,20,-156,32,-87
Hawaii,2018,1403653,Alabama,484,20,-156,32,-87
Hawaii,2019,1396819,Alabama,502,20,-156,32,-87
Idaho,2010,1550967,Alabama,376,44,-115,32,-87
Idaho,2011,1559637,Alabama,263,44,-115,32,-87
Idaho,2012,1573036,Alabama,575,44,-115,32,-87
Idaho,2013,1592596,Alabama,72,44,-115,32,-87
Idaho,2014,1613068,Alabama,166,44,-115,32,-87
Idaho,2015,1635366,Alabama,564,44,-115,32,-87
Idaho,2016,1663756,Alabama,0,44,-115,32,-87
Idaho,2017,1694182,Alabama,58,44,-115,32,-87
Idaho,2018,1734756,Alabama,84,44,-115,32,-87
Idaho,2019,1764327,Alabama,19,44,-115,32,-87
Illinois,2010,12680126,Alabama,1397,41,-89,32,-87
Illinois,2011,12718402,Alabama,2823,41,-89,32,-87
Illinois,2012,12725119,Alabama,883,41,-89,32,-87
Illinois,2013,12740816,Alabama,2044,41,-89,32,-87
Illinois,2014,12730206,Alabama,1566,41,-89,32,-87
Illinois,2015,12706393,Alabama,1853,41,-89,32,-87
Illinois,2016,12654142,Alabama,2022,41,-89,32,-87
Illinois,2017,12659328,Alabama,1682,41,-89,32,-87
Illinois,2018,12599244,Alabama,1280,41,-89,32,-87
Illinois,2019,12536539,Alabama,1658,41,-89,32,-87
Indiana,2010,6414862,Alabama,1502,40,-86,32,-87
Indiana,2011,6437155,Alabama,1562,40,-86,32,-87
Indiana,2012,6457067,Alabama,1625,40,-86,32,-87
Indiana,2013,6492306,Alabama,1235,40,-86,32,-87
Indiana,2014,6516181,Alabama,1229,40,-86,32,-87
Indiana,2015,6540691,Alabama,2130,40,-86,32,-87
Indiana,2016,6554084,Alabama,1133,40,-86,32,-87
Indiana,2017,6591598,Alabama,1216,40,-86,32,-87
Indiana,2018,6612948,Alabama,966,40,-86,32,-87
Indiana,2019,6656971,Alabama,1481,40,-86,32,-87
Iowa,2010,3013053,Alabama,330,42,-93,32,-87
Iowa,2011,3027718,Alabama,207,42,-93,32,-87
Iowa,2012,3035469,Alabama,503,42,-93,32,-87
Iowa,2013,3053635,Alabama,180,42,-93,32,-87
Iowa,2014,3067872,Alabama,641,42,-93,32,-87
Iowa,2015,3081446,Alabama,285,42,-93,32,-87
Iowa,2016,3097283,Alabama,395,42,-93,32,-87
Iowa,2017,3106880,Alabama,817,42,-93,32,-87
Iowa,2018,3119306,Alabama,148,42,-93,32,-87
Iowa,2019,3121385,Alabama,70,42,-93,32,-87
Kansas,2010,2820894,Alabama,44,39,-98,32,-87
Kansas,2011,2833584,Alabama,434,39,-98,32,-87
Kansas,2012,2848708,Alabama,853,39,-98,32,-87
Kansas,2013,2854869,Alabama,1074,39,-98,32,-87
Kansas,2014,2866584,Alabama,830,39,-98,32,-87
Kansas,2015,2875640,Alabama,717,39,-98,32,-87
Kansas,2016,2870529,Alabama,879,39,-98,32,-87
Kansas,2017,2876925,Alabama,276,39,-98,32,-87
Kansas,2018,2874208,Alabama,476,39,-98,32,-87
Kansas,2019,2879518,Alabama,1021,39,-98,32,-87
Kentucky,2010,4296639,Alabama,2161,38,-84,32,-87
Kentucky,2011,4316297,Alabama,925,38,-84,32,-87
Kentucky,2012,4328626,Alabama,4137,38,-84,32,-87
Kentucky,2013,4345186,Alabama,1418,38,-84,32,-87
Kentucky,2014,4357819,Alabama,1409,38,-84,32,-87
Kentucky,2015,4373403,Alabama,1463,38,-84,32,-87
Kentucky,2016,4385213,Alabama,2272,38,-84,32,-87
Kentucky,2017,4404279,Alabama,2851,38,-84,32,-87
Kentucky,2018,4414714,Alabama,2055,38,-84,32,-87
Kentucky,2019,4421512,Alabama,4390,38,-84,32,-87
Louisiana,2010,4483529,Alabama,5740,31,-92,32,-87
Louisiana,2011,4518629,Alabama,3065,31,-92,32,-87
Louisiana,2012,4545914,Alabama,2329,31,-92,32,-87
Louisiana,2013,4568320,Alabama,2683,31,-92,32,-87
Louisiana,2014,4593505,Alabama,4808,31,-92,32,-87
Louisiana,2015,4612024,Alabama,3318,31,-92,32,-87
Louisiana,2016,4622042,Alabama,5658,31,-92,32,-87
Louisiana,2017,4629962,Alabama,2830,31,-92,32,-87
Louisiana,2018,4603081,Alabama,1462,31,-92,32,-87
Louisiana,2019,4595111,Alabama,2567,31,-92,32,-87
Maine,2010,1313902,Alabama,402,45,-69,32,-87
Maine,2011,1315833,Alabama,634,45,-69,32,-87
Maine,2012,1315586,Alabama,129,45,-69,32,-87
Maine,2013,1315753,Alabama,13,45,-69,32,-87
Maine,2014,1317638,Alabama,0,45,-69,32,-87
Maine,2015,1317444,Alabama,0,45,-69,32,-87
Maine,2016,1319292,Alabama,471,45,-69,32,-87
Maine,2017,1322591,Alabama,246,45,-69,32,-87
Maine,2018,1324095,Alabama,0,45,-69,32,-87
Maine,2019,1331656,Alabama,73,45,-69,32,-87
Maryland,2010,5716785,Alabama,1641,39,-77,32,-87
Maryland,2011,5759087,Alabama,228,39,-77,32,-87
Maryland,2012,5816472,Alabama,1261,39,-77,32,-87
Maryland,2013,5857213,Alabama,1918,39,-77,32,-87
Maryland,2014,5911235,Alabama,770,39,-77,32,-87
Maryland,2015,5934005,Alabama,1526,39,-77,32,-87
Maryland,2016,5949566,Alabama,1241,39,-77,32,-87
Maryland,2017,5988007,Alabama,644,39,-77,32,-87
Maryland,2018,5974521,Alabama,647,39,-77,32,-87
Maryland,2019,5979602,Alabama,1597,39,-77,32,-87
Massachusetts,2010,6489250,Alabama,583,42,-71,32,-87
Massachusetts,2011,6515057,Alabama,1201,42,-71,32,-87
Massachusetts,2012,6580641,Alabama,636,42,-71,32,-87
Massachusetts,2013,6619999,Alabama,409,42,-71,32,-87
Massachusetts,2014,6674907,Alabama,519,42,-71,32,-87
Massachusetts,2015,6725678,Alabama,269,42,-71,32,-87
Massachusetts,2016,6745441,Alabama,681,42,-71,32,-87
Massachusetts,2017,6789798,Alabama,212,42,-71,32,-87
Massachusetts,2018,6834364,Alabama,483,42,-71,32,-87
Massachusetts,2019,6828110,Alabama,1099,42,-71,32,-87
Michigan,2010,9762127,Alabama,2403,44,-86,32,-87
Michigan,2011,9766574,Alabama,3527,44,-86,32,-87
Michigan,2012,9778980,Alabama,2341,44,-86,32,-87
Michigan,2013,9784094,Alabama,2517,44,-86,32,-87
Michigan,2014,9795659,Alabama,2362,44,-86,32,-87
Michigan,2015,9811416,Alabama,1387,44,-86,32,-87
Michigan,2016,9813772,Alabama,2287,44,-86,32,-87
Michigan,2017,9851330,Alabama,3669,44,-86,32,-87
Michigan,2018,9891083,Alabama,537,44,-86,32,-87
Michigan,2019,9880758,Alabama,1997,44,-86,32,-87
Minnesota,2010,5244256,Alabama,266,47,-95,32,-87
Minnesota,2011,5277329,Alabama,123,47,-95,32,-87
Minnesota,2012,5315228,Alabama,1299,47,-95,32,-87
Minnesota,2013,5353441,Alabama,493,47,-95,32,-87
Minnesota,2014,5385219,Alabama,392,47,-95,32,-87
Minnesota,2015,5419822,Alabama,105,47,-95,32,-87
Minnesota,2016,5455904,Alabama,115,47,-95,32,-87
Minnesota,2017,5510902,Alabama,491,47,-95,32,-87
Minnesota,2018,5543490,Alabama,976,47,-95,32,-87
Minnesota,2019,5575235,Alabama,433,47,-95,32,-87
Mississippi,2010,2931228,Alabama,8306,32,-89,32,-87
Mississippi,2011,2943021,Alabama,8922,32,-89,32,-87
Mississippi,2012,2947696,Alabama,5141,32,-89,32,-87
Mississippi,2013,2957797,Alabama,7077,32,-89,32,-87
Mississippi,2014,2957658,Alabama,6816,32,-89,32,-87
Mississippi,2015,2959289,Alabama,6827,32,-89,32,-87
Mississippi,2016,2951081,Alabama,5125,32,-89,32,-87
Mississippi,2017,2946971,Alabama,5936,32,-89,32,-87
Mississippi,2018,2955717,Alabama,8401,32,-89,32,-87
Mississippi,2019,2943737,Alabama,3512,32,-89,32,-87
Missouri,2010,5920858,Alabama,819,38,-92,32,-87
Missouri,2011,5937896,Alabama,1395,38,-92,32,-87
Missouri,2012,5951913,Alabama,1333,38,-92,32,-87
Missouri,2013,5973448,Alabama,1004,38,-92,32,-87
Missouri,2014,5992195,Alabama,2807,38,-92,32,-87
Missouri,2015,6015580,Alabama,1449,38,-92,32,-87
Missouri,2016,6022165,Alabama,2283,38,-92,32,-87
Missouri,2017,6039877,Alabama,2518,38,-92,32,-87
Missouri,2018,6053109,Alabama,2378,38,-92,32,-87
Missouri,2019,6069697,Alabama,2246,38,-92,32,-87
Montana,2010,978507,Alabama,212,47,-110,32,-87
Montana,2011,987076,Alabama,449,47,-110,32,-87
Montana,2012,995544,Alabama,31,47,-110,32,-87
Montana,2013,1003013,Alabama,21,47,-110,32,-87
Montana,2014,1012169,Alabama,134,47,-110,32,-87
Montana,2015,1019646,Alabama,0,47,-110,32,-87
Montana,2016,1032794,Alabama,296,47,-110,32,-87
Montana,2017,1039170,Alabama,301,47,-110,32,-87
Montana,2018,1051757,Alabama,540,47,-110,32,-87
Montana,2019,1056994,Alabama,400,47,-110,32,-87
Nebraska,2010,1802697,Alabama,232,41,-100,32,-87
Nebraska,2011,1817126,Alabama,169,41,-100,32,-87
Nebraska,2012,1829420,Alabama,245,41,-100,32,-87
Nebraska,2013,1842900,Alabama,294,41,-100,32,-87
Nebraska,2014,1855356,Alabama,510,41,-100,32,-87
Nebraska,2015,1869217,Alabama,32,41,-100,32,-87
Nebraska,2016,1882987,Alabama,227,41,-100,32,-87
Nebraska,2017,1894217,Alabama,420,41,-100,32,-87
Nebraska,2018,1905843,Alabama,268,41,-100,32,-87
Nebraska,2019,1910711,Alabama,812,41,-100,32,-87
Nevada,2010,2667364,Alabama,150,39,-116,32,-87
Nevada,2011,2688336,Alabama,280,39,-116,32,-87
Nevada,2012,2725280,Alabama,761,39,-116,32,-87
Nevada,2013,2757365,Alabama,491,39,-116,32,-87
Nevada,2014,2806170,Alabama,475,39,-116,32,-87
Nevada,2015,2859489,Alabama,1830,39,-116,32,-87
Nevada,2016,2907243,Alabama,394,39,-116,32,-87
Nevada,2017,2963456,Alabama,191,39,-116,32,-87
Nevada,2018,3003761,Alabama,397,39,-116,32,-87
Nevada,2019,3048602,Alabama,239,39,-116,32,-87
New Hampshire,2010,1303865,Alabama,152,43,-72,32,-87
New Hampshire,2011,1305678,Alabama,193,43,-72,32,-87
New Hampshire,2012,1309203,Alabama,0,43,-72,32,-87
New Hampshire,2013,1310978,Alabama,123,43,-72,32,-87
New Hampshire,2014,1314735,Alabama,44,43,-72,32,-87
New Hampshire,2015,1318121,Alabama,125,43,-72,32,-87
New Hampshire,2016,1322101,Alabama,174,43,-72,32,-87
New Hampshire,2017,1330742,Alabama,109,43,-72,32,-87
New Hampshire,2018,1344750,Alabama,158,43,-72,32,-87
New Hampshire,2019,1350155,Alabama,379,43,-72,32,-87
New Jersey,2010,8709933,Alabama,616,40,-74,32,-87
New Jersey,2011,8719952,Alabama,189,40,-74,32,-87
New Jersey,2012,8772744,Alabama,779,40,-74,32,-87
New Jersey,2013,8803679,Alabama,853,40,-74,32,-87
New Jersey,2014,8840346,Alabama,216,40,-74,32,-87
New Jersey,2015,8854363,Alabama,250,40,-74,32,-87
New Jersey,2016,8852286,Alabama,48,40,-74,32,-87
New Jersey,2017,8910191,Alabama,169,40,-74,32,-87
New Jersey,2018,8815804,Alabama,147,40,-74,32,-87
New Jersey,2019,8791672,Alabama,357,40,-74,32,-87
New Mexico,2010,2039549,Alabama,751,35,-106,32,-87
New Mexico,2011,2055293,Alabama,410,35,-106,32,-87
New Mexico,2012,2060595,Alabama,787,35,-106,32,-87
New Mexico,2013,2059689,Alabama,63,35,-106,32,-87
New Mexico,2014,2060189,Alabama,41,35,-106,32,-87
New Mexico,2015,2060441,Alabama,356,35,-106,32,-87
New Mexico,2016,2057857,Alabama,732,35,-106,32,-87
New Mexico,2017,2062628,Alabama,770,35,-106,32,-87
New Mexico,2018,2072546,Alabama,1099,35,-106,32,-87
New Mexico,2019,2073628,Alabama,751,35,-106,32,-87
New York,2010,19171916,Alabama,1310,41,-74,32,-87
New York,2011,19248685,Alabama,1812,41,-74,32,-87
New York,2012,19352153,Alabama,1364,41,-74,32,-87
New York,2013,19431954,Alabama,1648,41,-74,32,-87
New York,2014,19528220,Alabama,1662,41,-74,32,-87
New York,2015,19570171,Alabama,850,41,-74,32,-87
New York,2016,19526443,Alabama,402,41,-74,32,-87
New York,2017,19638923,Alabama,1849,41,-74,32,-87
New York,2018,19329704,Alabama,1395,41,-74,32,-87
New York,2019,19240920,Alabama,851,41,-74,32,-87
North Carolina,2010,9443000,Alabama,3044,36,-79,32,-87
North Carolina,2011,9539412,Alabama,5420,36,-79,32,-87
North Carolina,2012,9640490,Alabama,4329,36,-79,32,-87
North Carolina,2013,9737365,Alabama,3268,36,-79,32,-87
North Carolina,2014,9832152,Alabama,4264,36,-79,32,-87
North Carolina,2015,9927547,Alabama,3733,36,-79,32,-87
North Carolina,2016,10032407,Alabama,3491,36,-79,32,-87
North Carolina,2017,10158556,Alabama,4526,36,-79,32,-87
North Carolina,2018,10274540,Alabama,3287,36,-79,32,-87
North Carolina,2019,10371906,Alabama,4697,36,-79,32,-87
North Dakota,2010,665654,Alabama,109,48,-101,32,-87
North Dakota,2011,675161,Alabama,97,48,-101,32,-87
North Dakota,2012,689838,Alabama,83,48,-101,32,-87
North Dakota,2013,714804,Alabama,0,48,-101,32,-87
North Dakota,2014,729874,Alabama,402,48,-101,32,-87
North Dakota,2015,745291,Alabama,0,48,-101,32,-87
North Dakota,2016,746271,Alabama,193,48,-101,32,-87
North Dakota,2017,744641,Alabama,53,48,-101,32,-87
North Dakota,2018,749825,Alabama,4,48,-101,32,-87
North Dakota,2019,750501,Alabama,0,48,-101,32,-87
Ohio,2010,11405101,Alabama,1289,40,-83,32,-87
Ohio,2011,11418944,Alabama,1567,40,-83,32,-87
Ohio,2012,11414635,Alabama,3705,40,-83,32,-87
Ohio,2013,11439593,Alabama,1318,40,-83,32,-87
Ohio,2014,11464891,Alabama,1189,40,-83,32,-87
Ohio,2015,11482142,Alabama,2038,40,-83,32,-87
Ohio,2016,11481752,Alabama,3101,40,-83,32,-87
Ohio,2017,11520109,Alabama,2487,40,-83,32,-87
Ohio,2018,11555163,Alabama,1744,40,-83,32,-87
Ohio,2019,11556037,Alabama,1203,40,-83,32,-87
Oklahoma,2010,3716264,Alabama,1612,35,-97,32,-87
Oklahoma,2011,3742698,Alabama,591,35,-97,32,-87
Oklahoma,2012,3762311,Alabama,1030,35,-97,32,-87
Oklahoma,2013,3801521,Alabama,1024,35,-97,32,-87
Oklahoma,2014,3827288,Alabama,993,35,-97,32,-87
Oklahoma,2015,3864908,Alabama,957,35,-97,32,-87
Oklahoma,2016,3873232,Alabama,176,35,-97,32,-87
Oklahoma,2017,3875922,Alabama,1133,35,-97,32,-87
Oklahoma,2018,3895983,Alabama,541,35,-97,32,-87
Oklahoma,2019,3907258,Alabama,241,35,-97,32,-87
Oregon,2010,3794008,Alabama,400,44,-121,32,-87
Oregon,2011,3828714,Alabama,758,44,-121,32,-87
Oregon,2012,3857465,Alabama,373,44,-121,32,-87
Oregon,2013,3888216,Alabama,704,44,-121,32,-87
Oregon,2014,3927857,Alabama,156,44,-121,32,-87
Oregon,2015,3985712,Alabama,654,44,-121,32,-87
Oregon,2016,4052221,Alabama,167,44,-121,32,-87
Oregon,2017,4102048,Alabama,179,44,-121,32,-87
Oregon,2018,4152756,Alabama,315,44,-121,32,-87
Oregon,2019,4178578,Alabama,162,44,-121,32,-87
Pennsylvania,2010,12577555,Alabama,369,41,-77,32,-87
Pennsylvania,2011,12610486,Alabama,1332,41,-77,32,-87
Pennsylvania,2012,12630082,Alabama,1926,41,-77,32,-87
Pennsylvania,2013,12639493,Alabama,720,41,-77,32,-87
Pennsylvania,2014,12645888,Alabama,1535,41,-77,32,-87
Pennsylvania,2015,12662192,Alabama,1663,41,-77,32,-87
Pennsylvania,2016,12645493,Alabama,1978,41,-77,32,-87
Pennsylvania,2017,12674642,Alabama,1416,41,-77,32,-87
Pennsylvania,2018,12674699,Alabama,1202,41,-77,32,-87
Pennsylvania,2019,12670245,Alabama,1898,41,-77,32,-87
Rhode Island,2010,1042240,Alabama,136,42,-71,32,-87
Rhode Island,2011,1040022,Alabama,0,42,-71,32,-87
Rhode Island,2012,1040527,Alabama,20,42,-71,32,-87
Rhode Island,2013,1040986,Alabama,279,42,-71,32,-87
Rhode Island,2014,1045791,Alabama,347,42,-71,32,-87
Rhode Island,2015,1045062,Alabama,39,42,-71,32,-87
Rhode Island,2016,1045691,Alabama,53,42,-71,32,-87
Rhode Island,2017,1048549,Alabama,135,42,-71,32,-87
Rhode Island,2018,1047975,Alabama,183,42,-71,32,-87
Rhode Island,2019,1050602,Alabama,0,42,-71,32,-87
South Carolina,2010,4577399,Alabama,1741,34,-81,32,-87
South Carolina,2011,4624180,Alabama,2999,34,-81,32,-87
South Carolina,2012,4668886,Alabama,1665,34,-81,32,-87
South Carolina,2013,4720602,Alabama,1715,34,-81,32,-87
South Carolina,2014,4780659,Alabama,3219,34,-81,32,-87
South Carolina,2015,4839984,Alabama,1854,34,-81,32,-87
South Carolina,2016,4903788,Alabama,2823,34,-81,32,-87
South Carolina,2017,4966211,Alabama,2133,34,-81,32,-87
South Carolina,2018,5029034,Alabama,4636,34,-81,32,-87
South Carolina,2019,5092727,Alabama,873,34,-81,32,-87
South Dakota,2010,805616,Alabama,325,44,-100,32,-87
South Dakota,2011,814175,Alabama,0,44,-100,32,-87
South Dakota,2012,821669,Alabama,0,44,-100,32,-87
South Dakota,2013,832703,Alabama,84,44,-100,32,-87
South Dakota,2014,842076,Alabama,0,44,-100,32,-87
South Dakota,2015,848285,Alabama,14,44,-100,32,-87
South Dakota,2016,853832,Alabama,0,44,-100,32,-87
South Dakota,2017,856726,Alabama,144,44,-100,32,-87
South Dakota,2018,871271,Alabama,84,44,-100,32,-87
South Dakota,2019,872708,Alabama,339,44,-100,32,-87
Tennessee,2010,6282706,Alabama,8897,36,-87,32,-87
Tennessee,2011,6333466,Alabama,9326,36,-87,32,-87
Tennessee,2012,6378278,Alabama,12116,36,-87,32,-87
Tennessee,2013,6419226,Alabama,8500,36,-87,32,-87
Tennessee,2014,6471445,Alabama,9640,36,-87,32,-87
Tennessee,2015,6522259,Alabama,10291,36,-87,32,-87
Tennessee,2016,6580953,Alabama,7683,36,-87,32,-87
Tennessee,2017,6642072,Alabama,9523,36,-87,32,-87
Tennessee,2018,6692936,Alabama,8547,36,-87,32,-87
Tennessee,2019,6754461,Alabama,6294,36,-87,32,-87
Texas,2010,24899075,Alabama,8636,32,-100,32,-87
Texas,2011,25327104,Alabama,8747,32,-100,32,-87
Texas,2012,25711791,Alabama,9993,32,-100,32,-87
Texas,2013,26087349,Alabama,8404,32,-100,32,-87
Texas,2014,26588600,Alabama,6437,32,-100,32,-87
Texas,2015,27092848,Alabama,7167,32,-100,32,-87
Texas,2016,27472626,Alabama,6915,32,-100,32,-87
Texas,2017,27924632,Alabama,10235,32,-100,32,-87
Texas,2018,28333482,Alabama,5945,32,-100,32,-87
Texas,2019,28642658,Alabama,8791,32,-100,32,-87
Utah,2010,2724064,Alabama,93,39,-111,32,-87
Utah,2011,2769627,Alabama,486,39,-111,32,-87
Utah,2012,2805440,Alabama,126,39,-111,32,-87
Utah,2013,2854667,Alabama,574,39,-111,32,-87
Utah,2014,2894001,Alabama,365,39,-111,32,-87
Utah,2015,2947423,Alabama,369,39,-111,32,-87
Utah,2016,3002244,Alabama,125,39,-111,32,-87
Utah,2017,3056193,Alabama,644,39,-111,32,-87
Utah,2018,3114717,Alabama,315,39,-111,32,-87
Utah,2019,3162102,Alabama,1027,39,-111,32,-87
Vermont,2010,619363,Alabama,0,45,-73,32,-87
Vermont,2011,621354,Alabama,0,45,-73,32,-87
Vermont,2012,620224,Alabama,16,45,-73,32,-87
Vermont,2013,621256,Alabama,27,45,-73,32,-87
Vermont,2014,620898,Alabama,0,45,-73,32,-87
Vermont,2015,619952,Alabama,245,45,-73,32,-87
Vermont,2016,619387,Alabama,0,45,-73,32,-87
Vermont,2017,619089,Alabama,0,45,-73,32,-87
Vermont,2018,621681,Alabama,124,45,-73,32,-87
Vermont,2019,617560,Alabama,77,45,-73,32,-87
Virginia,2010,7930773,Alabama,2671,37,-79,32,-87
Virginia,2011,7996552,Alabama,4930,37,-79,32,-87
Virginia,2012,8085389,Alabama,2515,37,-79,32,-87
Virginia,2013,8163664,Alabama,4894,37,-79,32,-87
Virginia,2014,8224054,Alabama,2654,37,-79,32,-87
Virginia,2015,8283737,Alabama,2888,37,-79,32,-87
Virginia,2016,8312297,Alabama,2424,37,-79,32,-87
Virginia,2017,8372522,Alabama,2341,37,-79,32,-87
Virginia,2018,8424340,Alabama,3426,37,-79,32,-87
